,song,artist,album,duration,track_num,release_date,popularity,danceability,energy,key,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
321,Just For Today - Remastered 2004,George Harrison,Cloud Nine,246013,4,1987-11-02,31,0.418,0.229,9,0,0.0269,0.893,0.12,0.0964,0.114,56.532
322,This Is Love - Remastered 2004,George Harrison,Cloud Nine,229360,5,1987-11-02,38,0.638,0.793,2,1,0.0381,0.544,0.00443,0.0782,0.792,126.063
323,When We Was Fab - Remastered 2004,George Harrison,Cloud Nine,239853,6,1987-11-02,45,0.507,0.6,5,1,0.0236,0.59,0.00408,0.291,0.387,92.416
324,Devil's Radio - Remastered 2004,George Harrison,Cloud Nine,233800,7,1987-11-02,37,0.667,0.83,4,1,0.0385,0.468,0.0,0.315,0.803,124.117
325,Someplace Else - Remastered 2004,George Harrison,Cloud Nine,232906,8,1987-11-02,37,0.608,0.406,9,1,0.0254,0.719,0.0,0.244,0.453,128.288
326,Wreck Of The Hesperus - Remastered 2004,George Harrison,Cloud Nine,213520,9,1987-11-02,29,0.706,0.847,5,1,0.0409,0.352,1.12e-06,0.321,0.793,125.978
327,Breath Away From Heaven - Remastered 2004,George Harrison,Cloud Nine,215920,10,1987-11-02,27,0.79,0.231,7,1,0.0422,0.655,0.000134,0.045,0.451,115.853
328,Got My Mind Set On You - Remastered 2004,George Harrison,Cloud Nine,234653,11,1987-11-02,73,0.767,0.854,4,1,0.0426,0.465,2.03e-06,0.485,0.963,149.206
329,Shanghai Surprise - Remastered 2004,George Harrison,Cloud Nine,309026,12,1987-11-02,28,0.76,0.698,7,1,0.0325,0.313,0.0,0.341,0.594,118.053
330,Zig Zag - Remastered 2004,George Harrison,Cloud Nine,166771,13,1987-11-02,26,0.981,0.345,0,1,0.0492,0.101,0.0749,0.216,0.722,119.897
331,Got My Mind Set On You - Extended Version,George Harrison,Cloud Nine,317289,14,1987-11-02,55,0.797,0.814,11,1,0.0382,0.426,3.94e-05,0.581,0.874,149.42
332,Wake Up My Love - Remastered 2004,George Harrison,Gone Troppo,216066,1,1982-11-05,32,0.625,0.685,7,1,0.0295,0.299,0.0,0.0435,0.91,138.502
333,That's The Way It Goes - Remastered 2004,George Harrison,Gone Troppo,217733,2,1982-11-05,35,0.67,0.556,7,1,0.025,0.386,0.00028,0.0905,0.892,110.654
334,I Really Love You - Remastered 2004,George Harrison,Gone Troppo,177026,3,1982-11-05,23,0.869,0.67,9,1,0.0419,0.189,0.000788,0.0454,0.963,126.435
335,Greece - Remastered 2004,George Harrison,Gone Troppo,242720,4,1982-11-05,21,0.786,0.556,9,1,0.0308,0.54,0.802,0.102,0.771,111.807
336,Gone Troppo - Remastered 2004,George Harrison,Gone Troppo,267186,5,1982-11-05,22,0.766,0.763,0,1,0.0356,0.411,0.000198,0.124,0.743,123.232
337,Mystical One - Remastered 2004,George Harrison,Gone Troppo,225546,6,1982-11-05,21,0.678,0.758,2,1,0.0281,0.0464,0.0,0.188,0.907,122.709
338,Unknown Delight - Remastered 2004,George Harrison,Gone Troppo,258000,7,1982-11-05,21,0.617,0.56,9,1,0.0318,0.705,0.37,0.085,0.605,116.236
339,Baby Don't Run Away - Remastered 2004,George Harrison,Gone Troppo,244533,8,1982-11-05,17,0.582,0.379,7,1,0.027,0.677,0.0,0.219,0.36,114.009
340,Dream Away - Remastered 2004,George Harrison,Gone Troppo,271960,9,1982-11-05,34,0.587,0.723,9,0,0.0368,0.277,0.0,0.165,0.654,126.245
341,Circles - Remastered 2004,George Harrison,Gone Troppo,227786,10,1982-11-05,20,0.579,0.299,0,1,0.0274,0.804,0.000789,0.2,0.188,107.389
342,Mystical One - Demo Version / Remastered 2004,George Harrison,Gone Troppo,361920,11,1982-11-05,18,0.411,0.131,1,1,0.0446,0.922,0.621,0.152,0.202,178.153
343,Blood From A Clone - Remastered 2004,George Harrison,Somewhere In England,244160,1,1981-06-01,21,0.795,0.606,2,1,0.0486,0.369,0.0,0.0374,0.97,132.129
344,Unconsciousness Rules - Remastered 2004,George Harrison,Somewhere In England,217453,2,1981-06-01,21,0.757,0.814,9,1,0.0326,0.4,1.76e-05,0.0247,0.968,121.513
345,Life Itself - Remastered 2004,George Harrison,Somewhere In England,266760,3,1981-06-01,34,0.448,0.543,0,1,0.0252,0.329,0.00332,0.0633,0.441,172.86
346,All Those Years Ago - Remastered 2004,George Harrison,Somewhere In England,227320,4,1981-06-01,55,0.555,0.639,2,1,0.033,0.137,1.99e-05,0.0733,0.518,125.77
347,Baltimore Oriole - Remastered 2004,George Harrison,Somewhere In England,239120,5,1981-06-01,23,0.437,0.618,7,0,0.0275,0.414,0.0356,0.639,0.449,143.073
348,Teardrops - Remastered 2004,George Harrison,Somewhere In England,249666,6,1981-06-01,21,0.579,0.791,9,1,0.0302,0.0134,8.68e-05,0.063,0.855,132.784
349,That Which I Have Lost - Remastered 2004,George Harrison,Somewhere In England,226706,7,1981-06-01,21,0.587,0.729,2,1,0.0349,0.0508,6.48e-06,0.16,0.821,90.469
350,Writing's On The Wall - Remastered 2004,George Harrison,Somewhere In England,241586,8,1981-06-01,20,0.403,0.372,2,1,0.0316,0.676,2.05e-05,0.103,0.104,116.778
351,Hong Kong Blues - Remastered 2004,George Harrison,Somewhere In England,176333,9,1981-06-01,19,0.742,0.501,1,0,0.0296,0.331,1.97e-06,0.0956,0.664,115.439
352,Save The World - Remastered 2004,George Harrison,Somewhere In England,300666,10,1981-06-01,20,0.707,0.633,11,0,0.0651,0.405,1.22e-05,0.509,0.546,119.235
353,Save The World - Demo Version / Remastered 2004,George Harrison,Somewhere In England,272275,11,1981-06-01,16,0.783,0.326,7,1,0.0323,0.885,0.000716,0.105,0.182,115.14
354,Flying Hour,George Harrison,Somewhere In England,274929,12,1981-06-01,20,0.641,0.836,4,1,0.0291,0.0548,0.000172,0.0555,0.718,119.505
355,Love Comes To Everyone - Remastered 2004,George Harrison,George Harrison,276213,1,1979-02-20,51,0.716,0.679,11,0,0.0406,0.0735,0.00106,0.0506,0.505,107.168
356,Not Guilty - Remastered 2004,George Harrison,George Harrison,214933,2,1979-02-20,34,0.711,0.295,4,0,0.0328,0.778,0.00116,0.112,0.276,113.079
357,Here Comes The Moon - Remastered 2004,George Harrison,George Harrison,290080,3,1979-02-20,50,0.365,0.332,7,1,0.0309,0.591,0.00372,0.0911,0.099,124.019
358,Soft-Hearted Hana - Remastered 2004,George Harrison,George Harrison,243813,4,1979-02-20,32,0.677,0.559,11,0,0.053,0.429,0.0,0.331,0.709,121.911
359,Blow Away - Remastered 2004,George Harrison,George Harrison,240680,5,1979-02-20,49,0.643,0.633,2,1,0.0316,0.303,0.0,0.119,0.228,115.246
360,Faster - Remastered 2004,George Harrison,George Harrison,287960,6,1979-02-20,35,0.652,0.692,2,1,0.0488,0.236,2.23e-06,0.166,0.648,114.627
361,Dark Sweet Lady - Remastered 2004,George Harrison,George Harrison,202253,7,1979-02-20,44,0.607,0.457,2,1,0.0272,0.571,0.00376,0.25,0.355,137.613
362,Your Love Is Forever - Remastered 2004,George Harrison,George Harrison,228026,8,1979-02-20,33,0.602,0.336,2,1,0.0272,0.7,0.00855,0.137,0.161,96.796
363,Soft Touch - Remastered 2004,George Harrison,George Harrison,239746,9,1979-02-20,28,0.666,0.697,2,1,0.027,0.424,0.000531,0.154,0.818,117.538
364,If You Believe - Remastered 2004,George Harrison,George Harrison,177400,10,1979-02-20,28,0.653,0.863,0,1,0.0348,0.0118,0.124,0.253,0.847,117.227
365,Here Comes The Moon - Demo Version / 2004 Mix,George Harrison,George Harrison,219867,11,1979-02-20,29,0.681,0.163,7,1,0.037,0.948,0.499,0.145,0.218,126.159
366,Blow Away - Demo,George Harrison,George Harrison,184552,12,1979-02-20,27,0.719,0.455,2,1,0.029,0.791,0.0,0.73,0.521,111.815
367,Woman Don't You Cry For Me - Remastered 2004,George Harrison,Thirty Three & 1/3,200053,1,1976-11-19,27,0.573,0.922,9,1,0.042,0.0233,0.0192,0.0922,0.953,108.692
368,Dear One - Remastered 2004,George Harrison,Thirty Three & 1/3,307943,2,1976-11-19,25,0.36,0.382,9,1,0.0307,0.319,7.57e-06,0.139,0.227,120.605
369,Beautiful Girl - Remastered 2004,George Harrison,Thirty Three & 1/3,222080,3,1976-11-19,41,0.318,0.69,9,1,0.0326,0.421,0.0132,0.108,0.37,149.843
370,This Song - Remastered 2004,George Harrison,Thirty Three & 1/3,254053,4,1976-11-19,37,0.631,0.795,4,1,0.0305,0.0743,0.0178,0.128,0.749,132.274
371,See Yourself - Remastered 2004,George Harrison,Thirty Three & 1/3,171893,5,1976-11-19,24,0.491,0.709,2,1,0.0255,0.0126,1.78e-05,0.214,0.724,145.73
372,It's What You Value - Remastered 2004,George Harrison,Thirty Three & 1/3,308533,6,1976-11-19,24,0.715,0.738,9,1,0.0335,0.0373,2.91e-05,0.0464,0.972,120.381
373,True Love - Remastered 2004,George Harrison,Thirty Three & 1/3,164573,7,1976-11-19,27,0.562,0.894,2,1,0.0461,0.261,0.0722,0.159,0.861,123.539
374,Pure Smokey - Remastered 2004,George Harrison,Thirty Three & 1/3,235893,8,1976-11-19,29,0.584,0.534,4,0,0.0295,0.785,0.115,0.0554,0.621,140.812
375,Crackerbox Palace - Remastered 2004,George Harrison,Thirty Three & 1/3,238213,9,1976-11-19,47,0.658,0.636,10,1,0.03,0.72,7.4e-05,0.079,0.796,123.166
376,Learning How To Love You - Remastered 2004,George Harrison,Thirty Three & 1/3,254800,10,1976-11-19,26,0.608,0.428,8,0,0.03,0.82,0.212,0.102,0.277,125.95
377,Tears Of The World - Remastered 2004,George Harrison,Thirty Three & 1/3,243802,11,1976-11-19,23,0.709,0.664,9,0,0.0256,0.248,0.0022,0.158,0.634,113.987
378,Learning How To Love You - Early Mix,George Harrison,Thirty Three & 1/3,253337,12,1976-11-19,21,0.554,0.334,11,1,0.0302,0.909,0.68,0.108,0.26,126.277
379,You,George Harrison,Extra Texture,223493,1,1975-09-22,13,0.508,0.789,6,1,0.0282,0.0164,0.0127,0.102,0.891,136.022
380,The Answer's At The End,George Harrison,Extra Texture,333080,2,1975-09-22,4,0.458,0.383,2,0,0.0276,0.098,0.0599,0.0835,0.237,129.566
381,This Guitar (Can't Keep From Crying),George Harrison,Extra Texture,253280,3,1975-09-22,5,0.522,0.521,7,0,0.0287,0.00665,0.0189,0.175,0.448,115.942
382,Ooh Baby (You Know That I Love You),George Harrison,Extra Texture,240026,4,1975-09-22,3,0.454,0.258,2,1,0.0306,0.645,0.755,0.0866,0.174,124.732
383,World Of Stone,George Harrison,Extra Texture,284400,5,1975-09-22,4,0.493,0.401,9,0,0.0304,0.695,0.234,0.0336,0.229,131.586
384,A Bit More Of You,George Harrison,Extra Texture,45400,6,1975-09-22,2,0.559,0.638,6,1,0.0322,0.0024,0.703,0.294,0.789,135.911
385,Can't Stop Thinking About You,George Harrison,Extra Texture,272840,7,1975-09-22,8,0.431,0.424,4,1,0.0286,0.483,0.00251,0.0621,0.508,141.236
386,Tired Of Midnight Blue,George Harrison,Extra Texture,292773,8,1975-09-22,3,0.675,0.383,2,0,0.0308,0.447,0.0589,0.129,0.442,106.781
387,Grey Cloudy Lies,George Harrison,Extra Texture,222626,9,1975-09-22,2,0.543,0.223,7,1,0.0298,0.346,0.548,0.0843,0.336,130.05
388,His Name Is Legs (Ladies And Gentleman),George Harrison,Extra Texture,350680,10,1975-09-22,2,0.615,0.55,2,1,0.0318,0.673,0.561,0.106,0.499,105.371
389,This Guitar (Can't Keep From Crying) - Platinum Weird Version / Bonus Track,George Harrison,Extra Texture,235373,11,1975-09-22,3,0.625,0.573,2,0,0.025,0.0303,0.00747,0.0996,0.557,108.419
390,Hari's On Tour (Express),George Harrison,Dark Horse,282760,1,1974-12-09,4,0.396,0.595,4,1,0.0419,0.036,0.85,0.151,0.771,138.968
391,Simply Shady,George Harrison,Dark Horse,277800,2,1974-12-09,5,0.488,0.505,3,1,0.0316,0.156,6.03e-06,0.0835,0.582,131.699
392,So Sad,George Harrison,Dark Horse,299666,3,1974-12-09,3,0.54,0.478,4,0,0.0277,0.388,0.00588,0.358,0.335,105.468
393,Bye Bye Love,George Harrison,Dark Horse,247000,4,1974-12-09,3,0.665,0.517,4,0,0.0332,0.723,0.00371,0.0988,0.857,122.0
394,Maya Love,George Harrison,Dark Horse,262720,5,1974-12-09,3,0.752,0.566,2,1,0.0314,0.206,0.185,0.103,0.709,117.108
395,"Ding Dong, Ding Dong",George Harrison,Dark Horse,220760,6,1974-12-09,6,0.626,0.739,11,1,0.0303,0.202,0.000885,0.215,0.883,120.664
396,Dark Horse,George Harrison,Dark Horse,233720,7,1974-12-09,10,0.607,0.681,2,1,0.0489,0.0928,0.00041,0.351,0.784,95.48
397,Far East Man,George Harrison,Dark Horse,351800,8,1974-12-09,10,0.527,0.442,4,1,0.0378,0.184,7.24e-05,0.107,0.458,134.581
398,It Is 'He' (Jai Sri Krishna),George Harrison,Dark Horse,292013,9,1974-12-09,2,0.358,0.551,7,1,0.0338,0.177,0.0,0.0778,0.69,102.861
399,I Don't Care Anymore - Bonus Track,George Harrison,Dark Horse,164453,10,1974-12-09,2,0.374,0.272,6,1,0.0343,0.667,0.0,0.0929,0.271,173.324
400,Dark Horse - Early Take / 2014 Mix,George Harrison,Dark Horse,265426,11,1974-12-09,2,0.451,0.44,6,1,0.0424,0.706,0.0627,0.0629,0.467,173.896
401,Give Me Love (Give Me Peace On Earth),George Harrison,Living In The Material World,215693,1,1973-05-30,27,0.373,0.57,5,1,0.0441,0.497,0.0124,0.128,0.631,81.28
402,"Sue Me, Sue You Blues",George Harrison,Living In The Material World,286026,2,1973-05-30,6,0.628,0.642,2,1,0.0572,0.0857,0.00236,0.141,0.669,137.333
403,The Light That Has Lighted The World,George Harrison,Living In The Material World,210533,3,1973-05-30,7,0.531,0.353,7,1,0.0324,0.751,0.000684,0.0676,0.174,117.922
404,Don't Let Me Wait Too Long,George Harrison,Living In The Material World,176973,4,1973-05-30,6,0.611,0.71,0,1,0.0305,0.0539,4.15e-05,0.0914,0.921,126.839
405,Who Can See It,George Harrison,Living In The Material World,231360,5,1973-05-30,6,0.455,0.315,11,1,0.0279,0.784,0.000155,0.14,0.239,127.006
406,Living In The Material World,George Harrison,Living In The Material World,330360,6,1973-05-30,10,0.419,0.694,5,1,0.0382,0.0378,0.00177,0.0898,0.716,99.298
407,The Lord Loves The One (That Loves The Lord),George Harrison,Living In The Material World,274480,7,1973-05-30,4,0.618,0.719,4,1,0.0377,0.124,3.54e-05,0.125,0.464,116.122
408,Be Here Now,George Harrison,Living In The Material World,249520,8,1973-05-30,5,0.401,0.0831,9,1,0.0313,0.824,0.145,0.107,0.107,106.709
409,Try Some Buy Some,George Harrison,Living In The Material World,247773,9,1973-05-30,5,0.39,0.486,10,1,0.0291,0.27,0.000485,0.0772,0.273,123.402
410,The Day The World Gets 'Round,George Harrison,Living In The Material World,172560,10,1973-05-30,3,0.406,0.413,4,1,0.026,0.275,0.000118,0.0946,0.261,130.629
411,That Is All,George Harrison,Living In The Material World,224293,11,1973-05-30,3,0.368,0.29,2,1,0.0291,0.577,0.00475,0.114,0.189,127.4
412,Deep Blue - Bonus Track,George Harrison,Living In The Material World,225346,12,1973-05-30,3,0.814,0.299,6,0,0.0485,0.146,0.000284,0.114,0.628,115.331
413,Miss O'Dell - Bonus Track,George Harrison,Living In The Material World,151920,13,1973-05-30,3,0.605,0.493,7,1,0.0319,0.108,7.88e-05,0.0693,0.925,88.826
414,Bangla Desh - Bonus Track,George Harrison,Living In The Material World,237026,14,1973-05-30,6,0.485,0.8,9,0,0.0542,0.301,0.000289,0.207,0.569,95.141
415,I'd Have You Anytime - Remastered 2014,George Harrison,All Things Must Pass (Remastered),177426,1,1970-11-27,22,0.556,0.345,7,1,0.0264,0.741,0.0061,0.103,0.245,139.53
416,My Sweet Lord - Remastered 2014,George Harrison,All Things Must Pass (Remastered),281226,2,1970-11-27,36,0.537,0.701,1,0,0.0335,0.0972,0.0,0.0832,0.583,120.919
417,Wah-Wah - Remastered 2014,George Harrison,All Things Must Pass (Remastered),337760,3,1970-11-27,20,0.36,0.891,9,1,0.0341,0.00151,0.185,0.291,0.604,96.39
418,Isn't It A Pity - Remastered 2014,George Harrison,All Things Must Pass (Remastered),430866,4,1970-11-27,23,0.211,0.653,7,1,0.0264,0.00212,0.106,0.0605,0.285,73.393
419,What Is Life - Remastered 2014,George Harrison,All Things Must Pass (Remastered),264413,5,1970-11-27,31,0.468,0.833,4,1,0.0324,0.00654,0.000332,0.326,0.884,131.248
420,If Not For You - Remastered 2014,George Harrison,All Things Must Pass (Remastered),210720,6,1970-11-27,25,0.607,0.755,7,1,0.0317,0.219,0.00399,0.082,0.867,116.119
421,Behind That Locked Door - Remastered 2014,George Harrison,All Things Must Pass (Remastered),186960,7,1970-11-27,12,0.568,0.399,10,0,0.0297,0.733,0.0359,0.132,0.46,117.451
422,Let It Down - Remastered 2014,George Harrison,All Things Must Pass (Remastered),298160,8,1970-11-27,8,0.277,0.633,9,1,0.0374,0.0862,0.00182,0.0647,0.345,135.352
423,Run Of The Mill - Remastered 2014,George Harrison,All Things Must Pass (Remastered),171693,9,1970-11-27,12,0.537,0.639,2,1,0.0278,0.0319,0.00527,0.109,0.806,136.718
424,I Live For You - Remastered 2014,George Harrison,All Things Must Pass (Remastered),217746,10,1970-11-27,16,0.445,0.444,1,1,0.0246,0.464,0.00558,0.124,0.222,71.629
425,Beware Of Darkness - 1st Version Recorded At Abbey Road / Remastered 2014,George Harrison,All Things Must Pass (Remastered),202066,11,1970-11-27,6,0.508,0.219,1,0,0.0351,0.65,2.16e-05,0.156,0.0904,122.985
426,Let It Down - Original Guitar And Vocal / Remastered 2014,George Harrison,All Things Must Pass (Remastered),235826,12,1970-11-27,6,0.537,0.171,9,1,0.0355,0.691,0.000482,0.124,0.0391,123.849
427,What Is Life - Backing Track / Remastered 2014,George Harrison,All Things Must Pass (Remastered),267586,13,1970-11-27,5,0.484,0.759,4,1,0.0275,0.00056,0.702,0.258,0.956,131.25
428,My Sweet Lord (2000) - Remastered 2014,George Harrison,All Things Must Pass (Remastered),295373,14,1970-11-27,6,0.523,0.667,6,1,0.0274,0.0473,0.0,0.116,0.498,121.361
429,Beware Of Darkness - Remastered 2014,George Harrison,All Things Must Pass (Remastered),231133,1,1970-11-27,18,0.544,0.476,1,0,0.0276,0.313,0.0104,0.105,0.185,121.714
430,Apple Scruffs - Remastered 2014,George Harrison,All Things Must Pass (Remastered),186893,2,1970-11-27,6,0.443,0.303,4,1,0.0321,0.332,5.89e-05,0.104,0.509,88.373
431,Ballad Of Sir Frankie Crisp (Let It Roll) - Remastered 2014,George Harrison,All Things Must Pass (Remastered),228373,3,1970-11-27,13,0.442,0.591,11,0,0.0279,0.0707,0.391,0.133,0.419,89.607
432,Awaiting On You All - Remastered 2014,George Harrison,All Things Must Pass (Remastered),168053,4,1970-11-27,12,0.24,0.877,11,1,0.0505,0.034,0.0,0.127,0.875,180.03
433,All Things Must Pass - Remastered 2014,George Harrison,All Things Must Pass (Remastered),226866,5,1970-11-27,25,0.513,0.569,9,1,0.029,0.468,0.00134,0.111,0.441,122.676
434,I Dig Love - Remastered 2014,George Harrison,All Things Must Pass (Remastered),297293,6,1970-11-27,6,0.672,0.546,1,0,0.0324,0.579,0.00184,0.0786,0.512,97.141
435,Art Of Dying - Remastered 2014,George Harrison,All Things Must Pass (Remastered),218800,7,1970-11-27,11,0.538,0.939,9,1,0.0758,0.00125,0.00222,0.302,0.615,127.743
436,Isn't It A Pity - Version Two / Remastered 2014,George Harrison,All Things Must Pass (Remastered),288013,8,1970-11-27,5,0.421,0.405,7,1,0.0301,0.461,0.0922,0.0708,0.234,131.133
437,Hear Me Lord - Remastered 2014,George Harrison,All Things Must Pass (Remastered),349813,9,1970-11-27,5,0.495,0.583,4,1,0.0265,0.597,0.15,0.134,0.88,133.103
438,It's Johnny's Birthday - Remastered 2014,George Harrison,All Things Must Pass (Remastered),49426,10,1970-11-27,4,0.367,0.505,6,1,0.0389,0.823,0.0,0.706,0.783,106.825
439,Plug Me In - Remastered 2014,George Harrison,All Things Must Pass (Remastered),199693,11,1970-11-27,4,0.435,0.929,0,1,0.0371,0.00795,0.871,0.352,0.696,161.181
440,I Remember Jeep - Remastered 2014,George Harrison,All Things Must Pass (Remastered),488186,12,1970-11-27,3,0.399,0.879,5,1,0.0488,0.26,0.857,0.33,0.699,75.727
441,Thanks For The Pepperoni - Remastered 2014,George Harrison,All Things Must Pass (Remastered),332266,13,1970-11-27,3,0.452,0.891,0,1,0.0372,0.0772,0.847,0.192,0.54,161.596
442,Out Of The Blue - Remastered 2014,George Harrison,All Things Must Pass (Remastered),673720,14,1970-11-27,3,0.26,0.773,0,1,0.0427,0.0557,0.904,0.125,0.215,168.2
443,Liverpool 8,Ringo Starr,Liverpool 8,289666,1,2008-01-01,27,0.447,0.705,4,1,0.0292,0.105,0.00688,0.121,0.419,101.909
444,Think About You,Ringo Starr,Liverpool 8,220120,2,2008-01-01,9,0.562,0.892,4,0,0.0457,0.081,4.3e-06,0.0987,0.797,116.563
445,For Love,Ringo Starr,Liverpool 8,229253,3,2008-01-01,9,0.362,0.81,5,0,0.0381,0.35,0.0,0.0625,0.751,80.552
446,Now That She's Gone Away,Ringo Starr,Liverpool 8,182280,4,2008-01-01,10,0.512,0.821,2,1,0.0354,0.2,5.61e-05,0.104,0.713,92.143
447,Gone Are The Days,Ringo Starr,Liverpool 8,169746,5,2008-01-01,7,0.248,0.825,5,0,0.0518,0.5,0.0201,0.235,0.38,122.016
448,Give It A Try,Ringo Starr,Liverpool 8,206506,6,2008-01-01,9,0.684,0.822,0,1,0.0267,0.171,0.0,0.137,0.93,123.477
449,Tuff Love,Ringo Starr,Liverpool 8,273320,7,2008-01-01,7,0.456,0.764,7,1,0.0275,0.333,0.0,0.219,0.667,76.459
450,Harry's Song,Ringo Starr,Liverpool 8,240666,8,2008-01-01,10,0.676,0.62,9,1,0.0508,0.572,0.000357,0.115,0.485,116.825
451,Pasodobles,Ringo Starr,Liverpool 8,257373,9,2008-01-01,6,0.577,0.374,1,1,0.0264,0.807,0.0252,0.117,0.331,101.062
452,If It's Love That You Want,Ringo Starr,Liverpool 8,186186,10,2008-01-01,7,0.646,0.887,0,1,0.0354,0.336,0.0,0.0883,0.776,119.212
453,Love Is,Ringo Starr,Liverpool 8,232333,11,2008-01-01,11,0.302,0.456,2,1,0.0333,0.492,9.7e-06,0.142,0.155,68.585
454,R U Ready?,Ringo Starr,Liverpool 8,239293,12,2008-01-01,6,0.623,0.717,2,1,0.051,0.742,0.665,0.927,0.816,93.721
455,Fading In And Out,Ringo Starr,Choose Love,248466,1,2005-06-07,8,0.4,0.604,7,1,0.0342,0.00206,1.63e-06,0.0768,0.544,167.774
456,Give Me Back The Beat,Ringo Starr,Choose Love,236304,2,2005-06-07,8,0.651,0.808,7,1,0.0268,0.000604,0.232,0.321,0.669,93.019
457,Oh My Lord,Ringo Starr,Choose Love,358121,3,2005-06-07,8,0.556,0.565,0,1,0.0273,0.00507,0.0249,0.29,0.533,111.04
458,Hard To Be True,Ringo Starr,Choose Love,207693,4,2005-06-07,6,0.484,0.399,5,0,0.0342,0.226,1.59e-06,0.0843,0.278,106.11
459,Some People,Ringo Starr,Choose Love,199020,5,2005-06-07,6,0.595,0.717,7,1,0.0271,0.00277,1.29e-06,0.0937,0.79,119.938
460,Wrong All The Time,Ringo Starr,Choose Love,219506,6,2005-06-07,7,0.538,0.422,9,1,0.0259,0.221,1.63e-05,0.225,0.278,77.459
461,Don't Hang Up,Ringo Starr,Choose Love,208253,7,2005-06-07,11,0.57,0.797,7,1,0.0271,0.0808,0.0,0.174,0.674,89.375
462,Choose Love,Ringo Starr,Choose Love,188121,8,2005-06-07,11,0.608,0.658,2,1,0.027,3.13e-05,0.0368,0.39,0.776,122.017
463,Me And You,Ringo Starr,Choose Love,135013,9,2005-06-07,6,0.595,0.665,2,1,0.0242,0.332,0.0,0.105,0.697,81.304
464,Satisfied,Ringo Starr,Choose Love,199080,10,2005-06-07,6,0.402,0.814,6,1,0.0347,0.000782,0.0,0.099,0.683,117.419
465,Turnaround,Ringo Starr,Choose Love,234386,11,2005-06-07,5,0.509,0.802,9,1,0.037,0.164,1.47e-06,0.335,0.679,124.293
466,Free Drinks,Ringo Starr,Choose Love,286786,12,2005-06-07,6,0.51,0.931,7,0,0.0839,0.000867,0.000104,0.273,0.517,129.967
467,Eye To Eye,Ringo Starr,Ringorama,197079,1,2003-03-25,8,0.531,0.827,6,1,0.0309,0.00114,1.47e-06,0.277,0.87,116.302
468,Missouri Loves Company,Ringo Starr,Ringorama,212986,2,2003-03-25,9,0.564,0.719,1,1,0.0398,0.112,0.0,0.144,0.686,108.486
469,Instant Amnesia,Ringo Starr,Ringorama,312733,3,2003-03-25,8,0.351,0.814,7,0,0.0839,0.00138,0.00341,0.0787,0.327,89.538
470,Memphis In Your Mind,Ringo Starr,Ringorama,191260,4,2003-03-25,8,0.584,0.641,2,1,0.0311,0.00029,0.00214,0.0986,0.898,133.641
471,Never Without You,Ringo Starr,Ringorama,322354,5,2003-03-25,39,0.666,0.637,9,1,0.0247,0.000899,0.104,0.141,0.818,112.077
472,Imagine Me There,Ringo Starr,Ringorama,235692,6,2003-03-25,12,0.399,0.312,2,1,0.0279,0.299,2.31e-06,0.128,0.216,142.667
473,I Think Therefore I Rock N Roll,Ringo Starr,Ringorama,205160,7,2003-03-25,8,0.478,0.951,9,1,0.06,0.088,0.0,0.323,0.708,126.732
474,Trippin' On My Own Tears,Ringo Starr,Ringorama,211586,8,2003-03-25,7,0.41,0.928,2,1,0.0411,0.000139,0.0,0.513,0.883,121.06
475,Write One For Me,Ringo Starr,Ringorama,194613,9,2003-03-25,6,0.424,0.855,4,1,0.0665,0.286,0.0,0.202,0.565,136.394
476,What Love Wants To Be,Ringo Starr,Ringorama,183240,10,2003-03-25,6,0.497,0.39,9,1,0.0247,0.0781,0.0,0.115,0.357,86.993
477,"Love First, Ask Questions Later",Ringo Starr,Ringorama,285923,11,2003-03-25,6,0.632,0.66,2,1,0.0235,0.011,3.06e-06,0.336,0.596,106.506
478,Elizabeth Reigns,Ringo Starr,Ringorama,235725,12,2003-03-25,6,0.532,0.52,7,1,0.0332,0.0161,0.0,0.358,0.44,75.095
479,English Garden,Ringo Starr,Ringorama,199106,13,2003-03-25,6,0.458,0.508,0,1,0.0348,0.111,0.0,0.172,0.495,137.915
480,One,Ringo Starr,Vertical Man,182160,1,1998-01-01,5,0.527,0.739,6,1,0.0324,0.00327,0.0626,0.214,0.728,126.663
481,What In The... World,Ringo Starr,Vertical Man,208866,2,1998-01-01,5,0.48,0.771,8,1,0.0352,0.00269,0.000251,0.0854,0.487,104.078
482,Mindfield,Ringo Starr,Vertical Man,246666,3,1998-01-01,4,0.268,0.722,2,1,0.0486,5.17e-05,2.73e-06,0.101,0.449,134.176
483,King Of Broken Hearts,Ringo Starr,Vertical Man,283701,4,1998-01-01,13,0.475,0.621,8,1,0.0342,0.017,0.000931,0.226,0.15,69.051
484,Love Me Do - Live From VH1 Storytellers Studio/1998,Ringo Starr,Vertical Man,224560,5,1998-01-01,6,0.586,0.719,9,1,0.0294,0.0118,0.000867,0.772,0.655,117.287
485,Vertical Man,Ringo Starr,Vertical Man,282240,6,1998-01-01,8,0.351,0.748,9,0,0.0331,0.207,0.000378,0.489,0.691,80.401
486,Drift Away,Ringo Starr,Vertical Man,249893,7,1998-01-01,8,0.555,0.56,7,1,0.0494,0.0149,0.0,0.535,0.479,75.188
